"SECURITIES","ERROR CODE","NUM FLDS","TICKER","OPT_STRIKE_PX","PX_LAST","PX_SETTLE","OPT_DELTA_LAST","OPT_GAMMA_LAST","SETTLE_DT","OPT_DAYS_EXPIRE","DAYS_TO_MTY","TODAY_DT","1ST_MTH_IMPVOL_90.0%MNY_DF","1ST_MTH_IMPVOL_95.0%MNY_DF","1ST_MTH_IMPVOL_97.5%MNY_DF","1ST_MTH_IMPVOL_100.0%MNY_DF","1ST_MTH_IMPVOL_102.5%MNY_DF","1ST_MTH_IMPVOL_110.0%MNY_DF","3MTH_IMPVOL_90.0%MNY_DF","3MTH_IMPVOL_95.0%MNY_DF","3MTH_IMPVOL_97.5%MNY_DF","3MTH_IMPVOL_100.0%MNY_DF","3MTH_IMPVOL_102.5%MNY_DF","3MTH_IMPVOL_110.0%MNY_DF","6MTH_IMPVOL_90.0%MNY_DF","6MTH_IMPVOL_95.0%MNY_DF","6MTH_IMPVOL_97.5%MNY_DF","6MTH_IMPVOL_100.0%MNY_DF","6MTH_IMPVOL_102.5%MNY_DF","6MTH_IMPVOL_110.0%MNY_DF"
"USQ6P    171 Comdty",0,28,"USQ6P",171.000000  ,1.218750  ,1.218750  ,-.379  ,.144  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    171.5 Comdty",0,28,"USQ6P",171.500000  ,1.453125  ,1.453125  ,-.422  ,.145  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    172 Comdty",0,28,"USQ6P",172.000000  ,1.687500  ,1.687500  ,-.465  ,.147  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    172.5 Comdty",0,28,"USQ6P",172.500000  ,1.953125  ,1.953125  ,-.508  ,.146  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    173 Comdty",0,28,"USQ6P",173.000000  ,2.218750  ,2.218750  ,-.550  ,.145  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    173.5 Comdty",0,28,"USQ6P",173.500000  ,2.531250  ,2.531250  ,-.590  ,.141  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    174 Comdty",0,28,"USQ6P",174.000000  ,2.859375  ,2.859375  ,-.629  ,.136  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    174.5 Comdty",0,28,"USQ6P",174.500000  ,3.203125  ,3.203125  ,-.666  ,.130  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    175 Comdty",0,28,"USQ6P",175.000000  ,3.546875  ,3.546875  ,-.703  ,.124  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    175.5 Comdty",0,28,"USQ6P",175.500000  ,3.937500  ,3.937500  ,-.733  ,.115  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    176 Comdty",0,28,"USQ6P",176.000000  ,4.343750  ,4.343750  ,-.761  ,.107  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    176.5 Comdty",0,28,"USQ6P",176.500000  ,4.734375  ,4.734375  ,-.791  ,.099  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    177 Comdty",0,28,"USQ6P",177.000000  ,5.156250  ,5.156250  ,-.815  ,.091  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    177.5 Comdty",0,28,"USQ6P",177.500000  ,5.593750  ,5.593750  ,-.835  ,.083  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    178 Comdty",0,28,"USQ6P",178.000000  ,6.046875  ,6.046875  ,-.852  ,.076  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    178.5 Comdty",0,28,"USQ6P",178.500000  ,6.484375  ,6.484375  ,-.872  ,.069  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    179 Comdty",0,28,"USQ6P",179.000000  ,6.937500  ,6.937500  ,-.888  ,.062  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    179.5 Comdty",0,28,"USQ6P",179.500000  ,7.406250  ,7.406250  ,-.900  ,.056  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    180 Comdty",0,28,"USQ6P",180.000000  ,7.875000  ,7.875000  ,-.911  ,.050  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    180.5 Comdty",0,28,"USQ6P",180.500000  ,8.343750  ,8.343750  ,-.923  ,.045  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    181 Comdty",0,28,"USQ6P",181.000000  ,8.828125  ,8.828125  ,-.930  ,.041  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    181.5 Comdty",0,28,"USQ6P",181.500000  ,9.312500  ,9.312500  ,-.936  ,.037  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    182 Comdty",0,28,"USQ6P",182.000000  ,9.781250  ,9.781250  ,-.947  ,.033  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    182.5 Comdty",0,28,"USQ6P",182.500000  ,10.265625  ,10.265625  ,-.953  ,.029  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    183 Comdty",0,28,"USQ6P",183.000000  ,10.750000  ,10.750000  ,-.959  ,.026  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    183.5 Comdty",0,28,"USQ6P",183.500000  ,11.234375  ,11.234375  ,-.965  ,.023  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    184 Comdty",0,28,"USQ6P",184.000000  ,11.718750  ,11.718750  ,-.971  ,.020  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    184.5 Comdty",0,28,"USQ6P",184.500000  ,12.218750  ,12.218750  ,-.972  ,.018  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    185 Comdty",0,28,"USQ6P",185.000000  ,12.703125  ,12.703125  ,-.978  ,.015  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    185.5 Comdty",0,28,"USQ6P",185.500000  ,13.203125  ,13.203125  ,-.978  ,.015  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    186 Comdty",0,28,"USQ6P",186.000000  ,13.703125  ,13.703125  ,-.979  ,.014  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    186.5 Comdty",0,28,"USQ6P",186.500000  ,14.187500  ,14.187500  ,-.985  ,.011  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    187 Comdty",0,28,"USQ6P",187.000000  ,14.687500  ,14.687500  ,-.985  ,.010  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    187.5 Comdty",0,28,"USQ6P",187.500000  ,15.187500  ,15.187500  ,-.985  ,.010  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    188 Comdty",0,28,"USQ6P",188.000000  ,15.687500  ,15.687500  ,-.986  ,.009  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    188.5 Comdty",0,28,"USQ6P",188.500000  ,16.171875  ,16.171875  ,-.991  ,.006  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    189 Comdty",0,28,"USQ6P",189.000000  ,16.671875  ,16.671875  ,-.992  ,.006  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    189.5 Comdty",0,28,"USQ6P",189.500000  ,17.171875  ,17.171875  ,-.992  ,.006  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    190 Comdty",0,28,"USQ6P",190.000000  ,17.671875  ,17.671875  ,-.992  ,.006  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    190.5 Comdty",0,28,"USQ6P",190.500000  ,18.171875  ,18.171875  ,-.992  ,.005  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    191 Comdty",0,28,"USQ6P",191.000000  ,18.671875  ,18.671875  ,-.992  ,.005  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    191.5 Comdty",0,28,"USQ6P",191.500000  ,19.171875  ,19.171875  ,-.992  ,.005  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    192 Comdty",0,28,"USQ6P",192.000000  ,19.671875  ,19.671875  ,-.992  ,.005  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    192.5 Comdty",0,28,"USQ6P",192.500000  ,20.171875  ,20.171875  ,-.993  ,.005  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    193 Comdty",0,28,"USQ6P",193.000000  ,20.671875  ,20.671875  ,-.993  ,.005  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    193.5 Comdty",0,28,"USQ6P",193.500000  ,21.171875  ,21.171875  ,-.993  ,.004  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    194 Comdty",0,28,"USQ6P",194.000000  ,21.656250  ,21.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    194.5 Comdty",0,28,"USQ6P",194.500000  ,22.156250  ,22.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    195 Comdty",0,28,"USQ6P",195.000000  ,22.656250  ,22.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    195.5 Comdty",0,28,"USQ6P",195.500000  ,23.156250  ,23.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    196 Comdty",0,28,"USQ6P",196.000000  ,23.656250  ,23.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    196.5 Comdty",0,28,"USQ6P",196.500000  ,24.156250  ,24.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    197 Comdty",0,28,"USQ6P",197.000000  ,24.656250  ,24.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    197.5 Comdty",0,28,"USQ6P",197.500000  ,25.156250  ,25.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    198 Comdty",0,28,"USQ6P",198.000000  ,25.656250  ,25.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    198.5 Comdty",0,28,"USQ6P",198.500000  ,26.156250  ,26.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    199 Comdty",0,28,"USQ6P",199.000000  ,26.656250  ,26.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    199.5 Comdty",0,28,"USQ6P",199.500000  ,27.156250  ,27.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    200 Comdty",0,28,"USQ6P",200.000000  ,27.656250  ,27.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    200.5 Comdty",0,28,"USQ6P",200.500000  ,28.156250  ,28.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    201 Comdty",0,28,"USQ6P",201.000000  ,28.656250  ,28.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    201.5 Comdty",0,28,"USQ6P",201.500000  ,29.156250  ,29.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    202 Comdty",0,28,"USQ6P",202.000000  ,29.656250  ,29.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    202.5 Comdty",0,28,"USQ6P",202.500000  ,30.156250  ,30.156250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6P    203 Comdty",0,28,"USQ6P",203.000000  ,30.656250  ,30.656250  ,-1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    130 Comdty",0,28,"USQ6C",130.000000  ,42.343750  ,42.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    131 Comdty",0,28,"USQ6C",131.000000  ,41.343750  ,41.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    132 Comdty",0,28,"USQ6C",132.000000  ,40.343750  ,40.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    133 Comdty",0,28,"USQ6C",133.000000  ,39.343750  ,39.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    134 Comdty",0,28,"USQ6C",134.000000  ,38.343750  ,38.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    135 Comdty",0,28,"USQ6C",135.000000  ,37.343750  ,37.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    136 Comdty",0,28,"USQ6C",136.000000  ,36.343750  ,36.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    137 Comdty",0,28,"USQ6C",137.000000  ,35.343750  ,35.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    138 Comdty",0,28,"USQ6C",138.000000  ,34.343750  ,34.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    139 Comdty",0,28,"USQ6C",139.000000  ,33.343750  ,33.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    140 Comdty",0,28,"USQ6C",140.000000  ,32.343750  ,32.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    140.5 Comdty",0,28,"USQ6C",140.500000  ,31.843750  ,31.843750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"USQ6C    141 Comdty",0,28,"USQ6C",141.000000  ,31.343750  ,31.343750  ,1.000  ,.000  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
